#SampleID	BarcodeSequence	LinkerPrimerSequence	DMM_L6	Dataset	Ethnicity	Category	Description
SAMEA4545500	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545501	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545502	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545503	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545504	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545505	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB17632G	Germany	Germany_Cluster 2	NA
SAMEA4545506	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545507	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545508	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545509	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545510	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545511	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545512	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545513	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545514	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB17632G	Germany	Germany_Cluster 3	NA
SAMEA4545515	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545516	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545517	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545518	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545519	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545520	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545521	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545522	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB17632G	Germany	Germany_Cluster 3	NA
SAMEA4545523	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545524	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545525	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB17632G	Germany	Germany_Cluster 2	NA
SAMEA4545526	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB17632G	Germany	Germany_Cluster 2	NA
SAMEA4545527	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB17632G	Germany	Germany_Cluster 2	NA
SAMEA4545528	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545529	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB17632G	Germany	Germany_Cluster 2	NA
SAMEA4545530	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545531	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545532	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545533	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545534	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545535	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545536	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB17632G	Germany	Germany_Cluster 3	NA
SAMEA4545537	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545538	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB17632G	Germany	Germany_Cluster 3	NA
SAMEA4545539	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB17632G	Germany	Germany_Cluster 2	NA
SAMEA4545540	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545541	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB17632G	Germany	Germany_Cluster 3	NA
SAMEA4545542	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB17632G	Germany	Germany_Cluster 2	NA
SAMEA4545543	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB17632G	Germany	Germany_Cluster 2	NA
SAMEA4545544	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB17632G	Germany	Germany_Cluster 2	NA
SAMEA4545545	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB17632G	Germany	Germany_Cluster 2	NA
SAMEA4545546	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545547	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB17632G	Germany	Germany_Cluster 2	NA
SAMEA4545548	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545549	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545550	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB17632G	Germany	Germany_Cluster 2	NA
SAMEA4545551	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545552	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB17632G	Germany	Germany_Cluster 2	NA
SAMEA4545553	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545554	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545555	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545556	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545557	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545558	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB17632G	Germany	Germany_Cluster 2	NA
SAMEA4545559	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA4545560	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB17632G	Germany	Germany_Cluster 2	NA
SAMEA4545561	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB17632G	Germany	Germany_Cluster 2	NA
SAMEA4545562	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB17632G	Germany	Germany_Cluster 1	NA
SAMEA1964270	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA1964687	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA1964695	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA1964852	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA1965149	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA1965858	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA1966821	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA1967319	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA1967891	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA1969126	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA1969178	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA1969417	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA1970465	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA1970858	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA1970897	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA1971210	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA1972002	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA1972188	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA1972381	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2142349	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2142525	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2142583	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2142594	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2142793	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2142846	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2142848	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2142970	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2143074	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2143176	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2143295	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2143633	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2143745	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2143863	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2143980	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2144223	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2144299	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2144304	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2144396	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2144525	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2144555	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2144578	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2144588	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2144623	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2144640	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2144980	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2145068	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2145301	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2145365	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2145582	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2145648	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2145758	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2145815	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2146009	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2146107	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2146320	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2146321	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2146472	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2146477	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2146552	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2146600	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2146682	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2146731	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2146778	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2146908	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2147022	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2147036	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2147070	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2147092	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2147114	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2147216	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2147326	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2147384	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2147587	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2147589	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2147983	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2147991	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2148024	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2148063	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2148094	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2148105	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2148265	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2148374	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2148412	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2148549	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2148558	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2148733	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2148755	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2148905	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2149030	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2149068	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2149228	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2149241	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2149271	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2149318	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2149539	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2149557	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2149568	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2149603	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2149627	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2149636	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2149794	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2149983	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2150168	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2150187	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2150234	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2150283	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2150447	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2150563	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2150726	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2150814	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2150839	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2150866	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2150876	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2150909	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2151007	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2151010	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2151034	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2151035	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2151258	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2151383	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2151391	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2151439	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2151468	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2151606	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2151633	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2151677	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2151703	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2151838	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2152063	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2152064	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2152065	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2152125	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2152204	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2152254	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2152315	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2152373	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2152443	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2152521	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2152531	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2152591	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2152602	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2152664	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2152768	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2152904	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2152938	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2153005	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2153010	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2153251	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2153397	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2153557	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2153740	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2153837	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2153852	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2153887	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2153898	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2154015	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2154036	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2154047	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2154082	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2154150	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2154452	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2154516	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
